address,bathrooms,bedrooms,build_up_m2,contract,date_posted,district,location,lot_size_m2,parcel_type,pool,property_type,price
Matadera 16 K,1.0,2.0,98.0,rent,2021-06-24 15:16:07+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,400.0,,False,house,1911.72
Rooi Afo 2,1.0,2.0,0.0,rent,2021-06-23 08:14:50+00:00,Paradera,Shiribana,0.0,,False,apartment,1457.06
San Miguel 2022,2.0,3.0,0.0,rent,2021-06-23 08:14:04+00:00,Noord/Tanki Leendert,Washington,0.0,,True,house,5012.0
Noord ,5.0,5.0,341.0,sale,2021-06-23 08:11:15+00:00,Noord/Tanki Leendert,Washington,0.0,freehold,False,house,528050.0
J.E. Irausquin Boulevard 252,2.0,2.0,76.5,sale,2021-06-22 08:57:40+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,638940.5
Rumbastraat ,0.0,0.0,550.0,sale,2021-06-22 08:54:58+00:00,Oranjestad Oost,Klip/Mon Plaisir,1206.0,leasehold,False,house,892485.05
Modanza ,0.0,0.0,0.0,sale,2021-06-21 10:02:24+00:00,Paradera,Shiribana,268.0,freehold,False,land,97166.57
Bakval 6 B,3.0,4.0,221.0,rent,2021-06-21 09:57:00+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,675.0,leasehold,True,house,6265.0
Missouristraat ,2.0,4.0,95.0,sale,2021-06-20 19:37:46+00:00,San Nicolas Zuid,Essoville,204.0,freehold,False,house,127856.12
Wilhelminastraat 68,0.0,0.0,0.0,rent,2021-06-19 12:28:09+00:00,Oranjestad Oost,Nassaustraat,0.0,,False,commercial,5370.0
Windstraat 32,0.0,0.0,0.0,rent,2021-06-19 12:28:09+00:00,Oranjestad Oost,Nassaustraat,0.0,freehold,False,commercial,0.0
L.G Smith Boulevard 124,0.0,0.0,0.0,rent,2021-06-19 12:28:09+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,commercial,0.0
Palm Beach 164,0.0,0.0,0.0,rent,2021-06-19 12:28:08+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,commercial,0.0
Italiestraat 25,0.0,0.0,0.0,rent,2021-06-19 12:28:08+00:00,Oranjestad West,Eagle/Paardenbaai,600.0,,False,commercial,0.0
Morgenster 50 A,0.0,0.0,0.0,rent,2021-06-19 12:28:08+00:00,Santa Cruz,Hooiberg,0.0,,False,commercial,1306.7
Beatrixstraat 27,0.0,0.0,0.0,rent,2021-06-19 12:28:08+00:00,Oranjestad Oost,Klip/Mon Plaisir,0.0,,False,commercial,6034.09
Paradera 4 S,1.0,2.0,75.0,rent,2021-06-19 12:27:59+00:00,Paradera,Paradera,623.0,,True,house,2312.68
Caya Musica 14 G,2.0,3.0,168.0,rent,2021-06-19 12:27:58+00:00,Oranjestad West,Pos Abou/Cunucu Abou,575.0,,False,house,3721.41
Sero Patrishi 43 A,4.0,5.0,360.0,rent,2021-06-19 12:27:50+00:00,Paradera,Shiribana,1100.0,,False,house,3017.94
Schubertstraat 2,3.0,4.0,200.0,rent,2021-06-19 12:27:50+00:00,Oranjestad Oost,Klip/Mon Plaisir,427.0,,False,house,2513.16
Boroncana 230,2.0,2.0,95.0,rent,2021-06-19 12:27:50+00:00,Noord/Tanki Leendert,Alto Vista,342.0,,False,house,1986.9
Palm Beach 392,2.0,3.0,186.0,rent,2021-06-19 12:27:50+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,647.0,,False,house,2513.16
Caya Musica 14 G,2.0,3.0,144.0,rent,2021-06-19 12:27:50+00:00,Oranjestad West,Pos Abou/Cunucu Abou,475.0,,True,house,3621.17
Boroncana 116,2.0,2.0,141.0,rent,2021-06-19 12:27:50+00:00,Noord/Tanki Leendert,Alto Vista,757.0,,False,house,3118.18
Sabana Liber 271,2.0,3.0,116.0,rent,2021-06-19 12:27:50+00:00,Noord/Tanki Leendert,Alto Vista,537.0,,False,house,2765.55
Sero Blanco 632,3.0,4.0,85.0,rent,2021-06-19 12:27:50+00:00,Oranjestad Oost,Sero Blanco/Cumana,251.0,,False,house,2262.56
Sero Janchi 48 K,2.0,4.0,200.0,rent,2021-06-19 12:27:50+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,735.0,,False,house,3266.75
Paradera 2 F,2.0,3.0,140.0,rent,2021-06-19 12:27:50+00:00,Paradera,Paradera,713.0,,False,house,2312.68
Palm Beach 109,2.0,2.0,1744.0,sale,2021-06-19 12:27:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,893210.0
J.E. Irausquin Boulevard 266,1.0,1.0,54.0,sale,2021-06-19 12:27:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,54.0,,True,condominium,661494.5
Palm Beach 51 F,2.0,2.0,66.5,sale,2021-06-19 12:27:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,104.0,,False,condominium,427810.0
J.E. Irausquin Boulevard 260,3.0,3.0,153.0,sale,2021-06-19 12:27:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,153.0,,True,condominium,1781050.0
Rooi Santo 01,2.0,2.0,131.5,sale,2021-06-19 12:27:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,131.5,,True,condominium,948700.0
J.E. Irausquin Boulevard 232 B,2.0,2.0,136.0,sale,2021-06-19 12:27:33+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,712420.0
J.E. Irausquin Boulevard 266,4.0,3.0,150.0,sale,2021-06-19 12:27:33+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,2190154.5
Palm Beach 14,3.0,3.0,176.0,sale,2021-06-19 12:27:26+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,850250.0
J.E. Irausquin Boulevard 266,3.0,3.0,154.0,sale,2021-06-19 12:27:26+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1745250.0
J.E. Irausquin Boulevard 238,2.0,2.0,135.0,sale,2021-06-19 12:27:26+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,135.0,,True,condominium,1208250.0
J.E. Irausquin Boulevard 266,3.0,3.0,154.0,sale,2021-06-19 12:27:26+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1593100.0
J.E. Irausquin Boulevard 232 B,2.0,2.0,126.0,sale,2021-06-19 12:27:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,698100.0
Palm Beach 9,3.0,3.0,160.0,sale,2021-06-19 12:27:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,176.0,,False,condominium,868150.0
Palm Beach 217,3.0,2.0,96.0,sale,2021-06-19 12:27:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,130.0,,True,condominium,662300.0
Weststraat 2,2.0,2.0,74.9,sale,2021-06-19 12:27:25+00:00,Oranjestad West,Socotoro/Rancho,80.7,,True,condominium,680200.0
J.E. Irausquin Boulevard 238,3.0,2.0,150.0,sale,2021-06-19 12:27:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1287010.0
Palm Beach 5 L,3.0,3.0,160.0,sale,2021-06-19 12:27:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,868150.0
Bucurui 305,2.0,2.0,95.0,sale,2021-06-19 12:27:25+00:00,Noord/Tanki Leendert,Alto Vista,95.0,,False,condominium,431390.0
J.E. Irausquin Boulevard 260,3.0,3.0,153.0,sale,2021-06-19 12:27:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,153.0,,True,condominium,1924250.0
J.E. Irausquin Boulevard 228,2.0,2.0,140.0,sale,2021-06-19 12:27:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1370424.0
J.E. Irausquin Boulevard 260,3.0,3.0,152.0,sale,2021-06-19 12:27:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1421242.1
J.E. Irausquin Boulevard 242,2.0,2.0,141.0,sale,2021-06-19 12:27:21+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1100850.0
Caya G.F. Betico Croes 52,0.0,0.0,0.0,sale,2021-06-19 12:27:15+00:00,Oranjestad Oost,Nassaustraat,0.0,,False,commercial,984500.0
Avenida Milio Croes 114,0.0,0.0,0.0,sale,2021-06-19 12:27:14+00:00,Oranjestad Oost,Dakota/Potrero,1107.0,,False,commercial,1910674.6400000001
Solito 102,0.0,0.0,0.0,sale,2021-06-19 12:27:14+00:00,Oranjestad West,Companashi/Solito,615.0,freehold,False,commercial,794437.8
Windstraat 32,0.0,0.0,0.0,sale,2021-06-19 12:27:14+00:00,Oranjestad Oost,Nassaustraat,465.0,freehold,False,commercial,754214.71
Matadera 11,0.0,0.0,0.0,sale,2021-06-19 12:27:04+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,9849.0,freehold,False,land,723965.5
Noord  ,0.0,0.0,0.0,sale,2021-06-19 12:27:04+00:00,Noord/Tanki Leendert,Washington,1331.0,,False,land,402750.0
Purun 33,0.0,0.0,0.0,sale,2021-06-19 12:27:04+00:00,Paradera,Shiribana,322.0,,False,land,89702.27
Matadera 5 J,4.0,5.0,165.1,sale,2021-06-19 12:26:55+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,623.0,freehold,False,house,702925.84
Paradera 34 G,2.0,4.0,251.0,sale,2021-06-19 12:26:55+00:00,Paradera,Paradera,636.0,,False,house,760750.0
Wayaca 472,2.0,3.0,256.0,sale,2021-06-19 12:26:54+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,644.0,freehold,False,house,578229.0700000001
Saliña Cerca 12,3.0,3.0,151.0,sale,2021-06-19 12:26:54+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,470.0,freehold,False,house,1410520.0
Alto Vista 26 E,2.0,2.0,110.0,sale,2021-06-19 12:26:50+00:00,Noord/Tanki Leendert,Alto Vista,268.0,,False,house,384850.0
Washington 49 O,3.0,2.0,170.0,sale,2021-06-19 12:26:47+00:00,Noord/Tanki Leendert,Washington,591.0,freehold,True,house,714210.0
San Barbola 290,2.0,3.0,122.0,sale,2021-06-19 12:26:47+00:00,Oranjestad Oost,Sero Blanco/Cumana,378.0,freehold,False,house,431409.69
Nayostraat 10,3.0,3.0,174.0,sale,2021-06-19 12:26:46+00:00,Oranjestad West,Ponton,402.0,,False,house,371072.37
San Barbola 292,2.0,3.0,115.0,sale,2021-06-19 12:26:46+00:00,Oranjestad Oost,Sero Blanco/Cumana,588.0,freehold,False,house,411700.0
Washington 49 P,2.0,3.0,190.0,sale,2021-06-19 12:26:46+00:00,Noord/Tanki Leendert,Washington,483.0,,True,house,680200.0
Montaña 214,3.0,5.0,284.0,sale,2021-06-19 12:26:46+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,770.0,,True,house,1005613.05
Catiri 36,2.0,3.0,154.0,sale,2021-06-19 12:26:45+00:00,Noord/Tanki Leendert,Tanki Leendert,756.0,,False,house,427387.56
Madiki Kavel 73,3.0,4.0,158.0,sale,2021-06-19 12:26:44+00:00,Oranjestad West,Madiki Kavel,504.0,leasehold,False,house,387162.68
Boroncana 138,2.0,3.0,195.0,sale,2021-06-19 12:26:44+00:00,Noord/Tanki Leendert,Alto Vista,750.0,,True,house,803710.0
Bringamosa 7 F,1.0,2.0,144.0,sale,2021-06-19 12:26:43+00:00,Santa Cruz,Macuarima,1278.0,freehold,False,house,260455.74
Shakespearestraat 11,2.0,5.0,220.0,sale,2021-06-19 12:26:42+00:00,Oranjestad Oost,Klip/Mon Plaisir,820.0,freehold,False,house,682813.4
Santa Cruz 20 N,2.0,3.0,137.0,sale,2021-06-19 12:26:41+00:00,Santa Cruz,Papilon,965.0,freehold,False,house,481510.0
Ponton 13,3.0,3.0,268.0,sale,2021-06-19 12:26:35+00:00,Oranjestad West,Ponton,742.0,,False,house,854775.12
Tanki Leendert 35 I,4.0,5.0,160.0,sale,2021-06-19 12:26:35+00:00,Noord/Tanki Leendert,Tanki Leendert,383.0,,False,house,417331.34
Modanza 130,2.0,3.0,172.0,sale,2021-06-19 12:26:35+00:00,Paradera,Shiribana,426.0,freehold,False,house,593313.4
Bucurui 221,3.0,4.0,319.0,sale,2021-06-19 12:26:35+00:00,Noord/Tanki Leendert,Alto Vista,497.0,freehold,True,house,1034620.0
Rooi Santo 2 C,2.0,3.0,150.0,sale,2021-06-19 12:26:35+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1131.0,,True,house,984500.0
Jan Flemming 25 D,3.0,4.0,892.3,sale,2021-06-19 12:26:34+00:00,Santa Cruz,Macuarima,9663.0,freehold,True,house,2514046.0500000003
Bakval 31,2.0,2.0,415.0,sale,2021-06-19 12:26:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,672.0,,True,house,2327000.0
Rooi Santo 136,2.0,3.0,120.0,sale,2021-06-19 12:26:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,657.0,freehold,True,house,714210.0
Diamante 128,2.0,3.0,167.2,sale,2021-06-19 12:26:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,393.0,,True,house,1065050.0
Casibari 73,2.0,3.0,140.0,sale,2021-06-19 12:26:34+00:00,Paradera,Paradera,959.0,freehold,True,house,1038200.0
Wabistraat 11,1.0,3.0,178.0,sale,2021-06-19 12:26:33+00:00,Oranjestad West,Companashi/Solito,638.0,,False,house,250399.52000000002
Noord 118,5.0,5.0,442.5,sale,2021-06-19 12:26:33+00:00,Noord/Tanki Leendert,Washington,816.0,,True,house,1467800.0
Santa Cruz 20 R,2.0,3.0,120.0,sale,2021-06-19 12:26:33+00:00,Santa Cruz,Papilon,533.0,,False,house,481510.0
Bakval 9,0.0,0.0,0.0,sale,2021-06-19 12:26:31+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,False,house,621130.0
Morgenster ,2.0,2.0,0.0,rent,2021-06-19 11:01:35+00:00,Santa Cruz,Hooiberg,0.0,,False,apartment,1840.1200000000001
Tanki Leendert 1,1.0,1.0,0.0,rent,2021-06-19 11:00:47+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,apartment,1005.98
Diamante ,2.0,2.0,0.0,rent,2021-06-19 10:59:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,3401.0
Sabana Blanco ,2.0,3.0,0.0,rent,2021-06-19 10:59:44+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,0.0,,False,house,2212.44
Wayaca 386,1.0,1.0,55.0,rent,2021-06-19 10:59:13+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,0.0,,False,house,1408.73
Bubali 3 X,2.0,3.0,102.0,rent,2021-06-19 10:59:12+00:00,Noord/Tanki Leendert,Washington,344.0,,False,condominium,3580.0
Bakval 6 A,1.0,1.0,55.0,rent,2021-06-19 10:59:12+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,1611.0
Sabana Liber 23 I,1.0,1.0,45.0,rent,2021-06-19 10:59:12+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,house,1156.34
Palm Beach 405,2.0,2.0,107.0,rent,2021-06-19 10:59:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,4475.0
Palm Beach 217,3.0,2.0,96.0,rent,2021-06-19 10:59:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,130.0,,True,condominium,4117.0
Tanki Leendert 6 G,1.0,2.0,90.0,rent,2021-06-19 10:59:11+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,house,1809.69
Diamante 30,2.0,2.0,85.0,rent,2021-06-19 10:59:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,68.0,,True,condominium,3490.5
Bubali 3 X,2.0,2.0,85.0,rent,2021-06-19 10:59:10+00:00,Noord/Tanki Leendert,Washington,344.0,,False,house,2864.0
Palm Beach 51 F,2.0,2.0,75.0,rent,2021-06-19 10:59:10+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,2506.0
Tanki Leendert 10,1.0,1.0,57.2,rent,2021-06-19 10:59:10+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,True,house,1483.91
Morgenster z/n,1.0,1.0,50.0,rent,2021-06-19 10:59:09+00:00,Santa Cruz,Hooiberg,1100.0,,True,house,1086.53
Tanki Leendert 10,1.0,2.0,71.5,rent,2021-06-19 10:59:06+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,True,house,1934.99
Tanki Leendert ,0.0,0.0,0.0,sale,2021-06-18 08:41:28+00:00,Noord/Tanki Leendert,Tanki Leendert,2000.0,freehold,False,land,603485.97
Blumond ,2.0,3.0,0.0,rent,2021-06-18 08:38:06+00:00,Paradera,Paradera,0.0,,False,house,2514.9500000000003
Sero Colorado 1578,0.0,0.0,0.0,sale,2021-06-17 08:59:26+00:00,San Nicolas Zuid,Sero Colorado,72152.0,,False,land,14692320.0
Caya Ernesto O. Petronia ,0.0,0.0,0.0,rent,2021-06-17 08:59:12+00:00,Oranjestad West,Companashi/Solito,0.0,,False,commercial,3886.09
Caya Ernesto O. Petronia ,0.0,0.0,0.0,rent,2021-06-17 08:59:09+00:00,Oranjestad West,Companashi/Solito,0.0,,False,commercial,1636.06
Piedra Plat 1,1.0,1.0,0.0,rent,2021-06-17 08:55:47+00:00,Paradera,Piedra Plat,0.0,,False,apartment,1408.73
Paradera ,2.0,3.0,0.0,rent,2021-06-17 08:54:27+00:00,Paradera,Paradera,0.0,,True,house,3519.14
Palm Beach 2,2.0,2.0,0.0,rent,2021-06-17 08:54:15+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,2237.5
Ponton 2,1.0,2.0,0.0,rent,2021-06-16 07:31:11+00:00,Oranjestad West,Ponton,0.0,,False,house,1508.97
Nuña 1,1.0,1.0,0.0,rent,2021-06-15 13:15:27+00:00,Paradera,Shiribana,0.0,,False,apartment,1406.94
Noord 100 Z,2.5,2.0,80.0,sale,2021-06-15 13:14:54+00:00,Noord/Tanki Leendert,Washington,91.0,freehold,False,condominium,218482.03
Ponton ,2.0,3.0,0.0,rent,2021-06-15 13:13:45+00:00,Oranjestad West,Ponton,0.0,,True,house,4525.12
Scobiyostraat 42,3.0,3.0,234.0,sale,2021-06-15 13:12:36+00:00,Savaneta,Pos Chikito,1051.0,leasehold,False,house,714210.0
Ponton 2,1.0,2.0,0.0,rent,2021-06-15 13:11:05+00:00,Oranjestad West,Ponton,0.0,,False,house,1607.42
Rooi Kochi 28 H,1.0,2.0,0.0,sale,2021-06-15 13:08:48+00:00,Savaneta,Cura Cabai,74.0,freehold,False,house,401241.03
J.E. Irausquin Boulevard 244,2.5,2.0,0.0,sale,2021-06-13 20:47:51+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,133.0,,True,condominium,1772100.0
Patiastraat 8,2.0,5.0,209.0,sale,2021-06-12 15:55:17+00:00,Oranjestad Oost,Dakota/Potrero,503.0,leasehold,False,house,245485.97
Ayo 2,0.0,0.0,0.0,sale,2021-06-12 15:54:45+00:00,Paradera,Ayo,1262.0,freehold,False,land,252547.52000000002
Sabana Liber 24,0.0,0.0,0.0,sale,2021-06-12 15:54:43+00:00,Noord/Tanki Leendert,Alto Vista,24060.0,,False,land,3121176.46
Ayo 1,0.0,0.0,0.0,sale,2021-06-12 15:54:43+00:00,Paradera,Ayo,1712.0,freehold,False,land,301282.06
Paardenbaaistraat 8,0.0,0.0,0.0,sale,2021-06-12 15:53:43+00:00,Oranjestad West,Eagle/Paardenbaai,0.0,,False,commercial,60335.53
Sabana Liber 1,1.0,1.0,0.0,rent,2021-06-12 15:52:30+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,1559.09
Nuña ,1.0,1.0,0.0,rent,2021-06-11 09:10:54+00:00,Paradera,Shiribana,0.0,,False,house,1091.9
Bakval ,2.5,2.0,0.0,sale,2021-06-11 09:09:51+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,948700.0
Rooi Santo 9 G,2.5,2.0,0.0,sale,2021-06-11 09:09:06+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,948700.0
Boroncana 2,1.0,2.0,0.0,rent,2021-06-11 09:07:00+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,1809.69
Ponton 1,3.0,4.0,0.0,rent,2021-06-11 09:05:59+00:00,Oranjestad West,Ponton,0.0,,True,house,4525.12
Dabaruidastraat 8,3.0,4.0,256.0,sale,2021-06-10 13:20:38+00:00,Oranjestad West,Ponton,658.0,freehold,False,house,501200.0
J.E. Irausquin Boulevard 238 J,4.0,4.0,320.0,sale,2021-06-10 08:58:32+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,2327000.0
Palm Beach 102 H,2.0,3.0,1.0,rent,2021-06-09 09:40:56+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1.0,,True,house,4475.0
J.E. Irausquin Boulevard 232 B,2.0,2.0,0.0,sale,2021-06-09 09:36:38+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,689150.0
Primavera 6 F,3.5,4.0,474.0,sale,2021-06-09 09:36:33+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,808.0,,True,house,1240448.52
Diamante ,3.5,4.0,250.0,sale,2021-06-09 09:36:30+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,550.0,,True,house,1342500.0
Jaburibari 28,2.0,5.0,258.0,sale,2021-06-08 12:29:43+00:00,Paradera,Ayo,1363.0,freehold,False,house,427387.56
Savaneta 244,2.0,4.0,104.0,rent,2021-06-08 12:28:50+00:00,Savaneta,Jara/Sero Alejandro,651.0,,True,house,5012.0
Papaya 9 I,5.0,11.0,376.0,sale,2021-06-08 12:27:43+00:00,Paradera,Shiribana,596.0,freehold,False,house,658175.84
Papaya 9 I,8.0,10.0,518.0,sale,2021-06-08 12:27:30+00:00,Paradera,Shiribana,1000.0,freehold,False,house,923659.6900000001
Papaya 9 K,9.0,15.0,837.0,sale,2021-06-08 12:27:29+00:00,Paradera,Shiribana,1404.0,freehold,False,house,935826.3200000001
Papaya 9 G,18.0,25.0,1374.0,sale,2021-06-08 12:26:54+00:00,Paradera,Shiribana,2404.0,freehold,True,house,1935813.4000000001
Sabana Liber 24,0.0,0.0,0.0,sale,2021-06-07 14:19:02+00:00,Noord/Tanki Leendert,Alto Vista,24060.0,,False,land,3121176.46
San Fuego 55 D,0.0,0.0,0.0,sale,2021-06-06 13:14:46+00:00,Santa Cruz,Urataca,855.0,freehold,False,land,171961.72
Saliña Cerca 23 K,4.0,6.0,488.0,sale,2021-06-06 13:14:39+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1284.0,leasehold,False,house,1609210.0
Comanchestraat 29,2.0,2.0,239.0,sale,2021-06-06 13:08:32+00:00,San Nicolas Noord,Rooi Congo,459.0,,False,house,214800.0
Noord ,1.0,1.0,70.0,sale,2021-06-06 13:08:22+00:00,Noord/Tanki Leendert,Washington,0.0,freehold,True,condominium,488312.0
Bakval 3 N,3.0,3.0,0.0,sale,2021-06-06 13:08:16+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,704365.0
Piedra Plat ,2.0,3.0,0.0,rent,2021-06-05 11:03:09+00:00,Paradera,Piedra Plat,0.0,,False,house,1840.1200000000001
Tanki Leendert ,1.0,1.0,0.0,rent,2021-06-05 11:03:09+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,apartment,970.1800000000001
Noord 100 Z,2.5,2.0,80.0,sale,2021-06-05 11:02:37+00:00,Noord/Tanki Leendert,Washington,91.0,freehold,False,condominium,218482.03
Sabana Liber 205,3.5,4.0,0.0,rent,2021-06-05 11:00:20+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,house,10740.0
Tanki Leendert 2,2.0,2.0,0.0,rent,2021-06-05 10:59:20+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,True,apartment,2685.0
Paradera ,2.0,3.0,0.0,rent,2021-06-05 10:57:22+00:00,Paradera,Paradera,0.0,,False,house,3016.15
Weg Fontein 94,1.0,2.0,98.0,sale,2021-06-05 10:56:08+00:00,San Nicolas Noord,Standard Ville/Rooi Hundo,350.0,leasehold,False,house,186040.07
San Barbola 290,2.0,3.0,122.0,sale,2021-06-05 10:55:13+00:00,Oranjestad Oost,Sero Blanco/Cumana,378.0,freehold,False,house,431409.69
San Fuego ,2.0,3.0,170.0,sale,2021-06-04 11:17:02+00:00,Santa Cruz,Urataca,1603.0,freehold,False,house,434714.03
Sabana Blanco 146 B,2.0,3.0,131.0,rent,2021-06-04 11:16:55+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,550.0,,False,house,2212.44
Paradera 115 M,2.0,3.0,198.0,sale,2021-06-04 11:14:56+00:00,Paradera,Paradera,0.0,,True,house,447500.0
Shaba 4,0.0,0.0,146.0,sale,2021-06-04 11:12:20+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,706.0,leasehold,False,commercial,603371.41
Palm Beach ,4.0,5.0,262.0,sale,2021-06-04 11:11:06+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,615.0,,True,house,1655750.0
Caya di Solo 1,3.0,4.0,205.0,sale,2021-06-03 11:28:36+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,662.0,,True,house,1244050.0
Caya Dr. J.E.M. (Loy) Arends 1,2.0,2.0,0.0,rent,2021-06-03 11:25:02+00:00,Oranjestad West,Eagle/Paardenbaai,0.0,,False,apartment,3580.0
J.E. Irausquin Boulevard 232,2.0,2.0,0.0,rent,2021-06-03 11:23:43+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,4117.0
Palma Real 2,2.0,2.0,95.0,rent,2021-06-03 11:20:40+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,3580.0
Caya Mesa Bista (Tierra del Sol) 67,2.0,3.0,0.0,sale,2021-06-02 12:48:08+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,840.0,,True,house,1118750.0
Spaans Lagoen 1,1.0,1.0,0.0,rent,2021-06-02 12:44:21+00:00,Savaneta,Pos Chikito,0.0,,False,apartment,4833.0
L.G Smith Boulevard 124,0.0,0.0,0.0,rent,2021-06-02 12:42:52+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,commercial,0.0
Caya Baranca (Tierra del Sol) 20 D,2.0,2.0,0.0,sale,2021-06-02 11:03:03+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,489763.69
Ponton ,0.0,0.0,632.0,sale,2021-06-02 11:02:31+00:00,Oranjestad West,Ponton,1708.0,freehold,False,commercial,1227428.06
Esmeralda 124,3.0,3.0,157.0,sale,2021-06-02 11:02:13+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,779.0,leasehold,False,house,671250.0
J.E. Irausquin Boulevard 228,2.0,2.0,140.0,sale,2021-06-02 11:01:51+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1137008.0
J.E. Irausquin Boulevard 260,0.0,0.0,0.0,sale,2021-06-02 11:01:51+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,511601.69
J.E. Irausquin Boulevard 242,2.0,2.0,135.0,sale,2021-06-02 11:01:51+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1244050.0
J.E. Irausquin Boulevard 260,0.0,0.0,0.0,sale,2021-06-02 11:01:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,964947.8300000001
