address,bathrooms,bedrooms,build_up_m2,contract,date_posted,district,location,lot_size_m2,parcel_type,pool,property_type,price
J.E. Irausquin Boulevard 238,4.0,3.0,0.0,rent,2021-06-02 11:01:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,apartment,7160.0
J.E. Irausquin Boulevard 244,3.0,2.0,0.0,rent,2021-06-02 11:01:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,apartment,5370.0
J.E. Irausquin Boulevard 244,2.0,2.0,0.0,rent,2021-06-02 11:01:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,apartment,6265.0
J.E. Irausquin Boulevard 232 B,2.0,2.0,0.0,rent,2021-06-02 11:00:55+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,apartment,3580.0
Dr. Horacio Oduber Boulevard 2,2.0,2.0,0.0,rent,2021-06-02 11:00:43+00:00,Oranjestad West,Eagle/Paardenbaai,0.0,,True,apartment,590700.0
Caya Frere Henricus ,2.0,2.0,0.0,rent,2021-06-02 10:58:57+00:00,Oranjestad West,Paradijswijk/Santa Helena,0.0,,False,apartment,1356.82
Tanki Leendert 121 P,1.0,2.0,0.0,rent,2021-06-02 10:56:19+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,house,2045.97
J.E. Irausquin Boulevard 238,1.0,1.0,0.0,sale,2021-06-02 10:55:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,832171.0
J.E. Irausquin Boulevard 260,2.0,3.0,0.0,sale,2021-06-02 10:55:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,884260.0
Malmokweg ,2.0,2.0,110.0,sale,2021-06-02 10:55:51+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,248.0,freehold,True,condominium,751800.0
J.E. Irausquin Boulevard 242,2.0,2.0,0.0,sale,2021-06-02 10:54:22+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,135.0,,True,condominium,1244050.0
Sabana Liber 1,1.0,1.0,0.0,rent,2021-06-01 08:26:06+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,1709.45
J.E. Irausquin Boulevard ,7.0,7.0,768.0,sale,2021-06-01 08:20:54+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,8950000.0
Pos Chikito 100 A,0.0,0.0,359.0,rent,2021-05-31 16:24:02+00:00,Savaneta,Pos Chikito,602.0,leasehold,False,commercial,1012628.06
Wayaca 10 A,0.0,0.0,903.0,sale,2021-05-31 15:57:48+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,0.0,,False,land,35800626500.0
Tanki Flip 14 F,0.0,0.0,0.0,sale,2021-05-31 15:57:47+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,462.0,freehold,False,land,132970.15
Monte Verde 49,2.5,3.0,133.0,sale,2021-05-31 15:57:33+00:00,Santa Cruz,Hooiberg,544.0,freehold,False,house,460284.18
Noord ,2.0,3.0,0.0,rent,2021-05-31 15:52:13+00:00,Noord/Tanki Leendert,Washington,0.0,,False,house,2262.56
J.E. Irausquin Boulevard 266,2.0,2.0,0.0,sale,2021-05-31 08:55:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,1047150.0
Savaneta 182 H,7.0,6.0,760.0,sale,2021-05-31 08:51:43+00:00,Savaneta,Jara/Sero Alejandro,1042.0,freehold,True,house,10292500.0
Coba Lodo 12 F,2.0,3.0,225.0,sale,2021-05-30 10:55:34+00:00,Santa Cruz,Cashero,4447.0,freehold,True,house,598341.51
Boroncana 116,2.0,2.0,141.0,rent,2021-05-30 10:53:37+00:00,Noord/Tanki Leendert,Alto Vista,757.0,,False,house,3268.54
Sero Janchi 48 K,2.0,4.0,200.0,rent,2021-05-30 10:53:36+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,735.0,,False,house,3469.02
Catiri 23 F,2.0,3.0,152.4,rent,2021-05-30 10:53:24+00:00,Noord/Tanki Leendert,Tanki Leendert,435.0,,False,house,3759.0
Washington 46 L,2.0,3.0,122.0,sale,2021-05-29 20:20:49+00:00,Noord/Tanki Leendert,Washington,794.0,leasehold,False,house,447500.0
Bubali 20 J,3.0,4.0,225.0,sale,2021-05-29 20:19:52+00:00,Noord/Tanki Leendert,Washington,494.0,,True,house,628510.17
Montaña 2,1.0,2.0,0.0,rent,2021-05-29 20:18:08+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,True,house,2514.9500000000003
Cumana ,2.0,2.0,0.0,sale,2021-05-29 20:17:52+00:00,Oranjestad Oost,Sero Blanco/Cumana,0.0,freehold,True,house,535210.0
Opal 118,5.0,5.0,442.5,sale,2021-05-29 20:16:32+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,816.0,,True,house,1467800.0
Blumond 28 T,3.5,4.0,0.0,rent,2021-05-29 20:15:26+00:00,Paradera,Paradera,0.0,,False,house,3222.0
J.E. Irausquin Boulevard 232,2.5,2.0,0.0,rent,2021-05-29 20:15:25+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,4206.5
J.E. Irausquin Boulevard 244,2.0,3.0,0.0,sale,2021-05-29 20:15:09+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,158.0,,True,,1430210.0
Paradera 85 J,2.0,3.0,131.0,rent,2021-05-27 13:38:48+00:00,Paradera,Paradera,0.0,,True,house,3519.14
Wayaca Residence 256,0.0,0.0,0.0,sale,2021-05-27 08:33:04+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,0.0,freehold,False,land,3257800.0
Caya Frere Arnold ,1.0,1.0,0.0,rent,2021-05-27 08:32:31+00:00,Oranjestad West,Paradijswijk/Santa Helena,0.0,,False,apartment,970.1800000000001
Sero Pita 23 G,0.0,0.0,0.0,sale,2021-05-27 08:30:59+00:00,Paradera,Ayo,356.0,,False,land,121177.63
Sero Blanco ,2.0,3.0,360.0,sale,2021-05-27 08:30:49+00:00,Oranjestad Oost,Sero Blanco/Cumana,0.0,freehold,False,house,482696.77
J.E. Irausquin Boulevard 232 B,2.0,2.0,136.0,sale,2021-05-27 08:26:15+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,698100.0
Ruby ,5.0,5.0,26.0,sale,2021-05-27 08:24:09+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,55.0,,False,house,751800.0
Tanki Leendert 174,0.0,0.0,210.0,sale,2021-05-26 10:23:03+00:00,Noord/Tanki Leendert,Tanki Leendert,312.0,freehold,False,commercial,698100.0
Weststraat 2,1.0,1.0,0.0,rent,2021-05-26 10:20:20+00:00,Oranjestad West,Socotoro/Rancho,0.0,,True,apartment,2685.0
Wayaca 256,0.0,0.0,255.0,sale,2021-05-26 10:18:41+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,600.0,freehold,False,commercial,603373.2000000001
Diamante 2,2.0,2.0,85.0,sale,2021-05-26 10:13:34+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,house,536978.52
Diamante ,3.5,4.0,250.0,sale,2021-05-26 10:13:24+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,550.0,,True,house,1342500.0
Opal ,4.5,4.0,308.0,sale,2021-05-26 10:13:24+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1000.0,,True,house,2148000.0
Calbas ,2.0,3.0,0.0,rent,2021-05-25 08:23:25+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,house,2514.9500000000003
Opal 133,4.5,4.0,308.0,sale,2021-05-25 08:19:16+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1000.0,,True,house,2148000.0
Alto Vista 27 A,2.0,2.0,0.0,sale,2021-05-24 09:40:19+00:00,Noord/Tanki Leendert,Alto Vista,400.0,,False,house,393800.0
Sero Pita 34 L,2.0,3.0,0.0,sale,2021-05-23 12:22:58+00:00,Paradera,Ayo,941.0,,True,house,535210.0
Diamante 176,3.0,4.0,0.0,sale,2021-05-23 12:22:54+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1342500.0
Rooi Afo 2,1.0,2.0,0.0,rent,2021-05-23 12:21:45+00:00,Paradera,Shiribana,0.0,,False,apartment,1258.3700000000001
Pos Chikito ,3.0,4.0,0.0,rent,2021-05-23 12:20:25+00:00,Savaneta,Pos Chikito,0.0,,True,house,3016.15
Paradera 225,2.0,4.0,300.0,rent,2021-05-23 12:18:06+00:00,Paradera,Paradera,1000.0,,True,house,4725.6
Sero Pita ,2.0,3.0,0.0,rent,2021-05-23 12:15:14+00:00,Paradera,Ayo,0.0,,False,house,1888.45
Saliña Cerca 23 K,4.0,6.0,488.0,sale,2021-05-21 09:50:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,1284.0,leasehold,False,house,1566250.0
Sero Blanco ,2.0,3.0,0.0,sale,2021-05-20 10:42:13+00:00,Oranjestad Oost,Sero Blanco/Cumana,0.0,freehold,False,house,523315.45
Diamante 3,3.0,3.0,0.0,rent,2021-05-20 10:40:53+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,120.0,,True,,6265.0
Esmeralda 121,3.0,5.0,0.0,rent,2021-05-20 10:40:09+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,6175.5
Spechtstraat ,4.0,5.0,0.0,rent,2021-05-20 10:38:28+00:00,Oranjestad West,Paradijswijk/Santa Helena,0.0,,False,house,2556.12
Diamante 162,4.0,4.0,0.0,sale,2021-05-20 10:35:19+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,house,1342500.0
Caya Baranca (Tierra del Sol) ,3.0,3.0,0.0,rent,2021-05-19 09:56:03+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,5370.0
Ponton 123 B,4.0,4.0,0.0,sale,2021-05-19 09:54:41+00:00,Oranjestad West,Ponton,742.0,,False,house,1002400.0
Montaña  ,3.0,4.0,282.0,sale,2021-05-19 09:54:38+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,430.0,freehold,True,condominium,1486595.0
Sero Blanco 78 X,2.0,3.0,0.0,sale,2021-05-19 09:54:22+00:00,Oranjestad Oost,Sero Blanco/Cumana,400.0,freehold,False,house,402750.0
Madiki 56,1.0,3.0,0.0,sale,2021-05-19 09:54:22+00:00,Oranjestad West,Madiki/Rancho,641.0,,False,house,281030.0
Fuerte 66,2.0,2.0,0.0,sale,2021-05-19 09:54:22+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,392.0,freehold,False,house,388430.0
Catalina ,4.0,5.0,470.0,sale,2021-05-19 09:53:04+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,leasehold,True,house,2076400.0
Sero Janchi ,4.0,4.0,213.0,sale,2021-05-19 09:53:00+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,False,house,698905.5
Diamante ,2.0,2.0,110.0,sale,2021-05-19 09:53:00+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,537000.0
Tibushi ,2.0,3.0,437.0,sale,2021-05-19 09:52:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,437.0,freehold,True,house,535210.0
Pos Chikito 2,2.0,2.0,0.0,rent,2021-05-19 09:50:05+00:00,Savaneta,Pos Chikito,0.0,,False,house,1790.0
Emmastraat 70,3.0,4.0,0.0,rent,2021-05-19 09:47:41+00:00,Oranjestad West,Socotoro/Rancho,0.0,,False,house,2011.96
Caya Maguey 32,4.0,5.0,313.0,rent,2021-05-18 09:28:53+00:00,Oranjestad West,Ponton,671.0,,False,house,3938.0
Caya Maguey 32,4.0,5.0,0.0,sale,2021-05-18 09:28:17+00:00,Oranjestad West,Ponton,671.0,,False,house,794760.0
Bubali 115 L,5.0,7.0,500.0,sale,2021-05-18 09:27:52+00:00,Noord/Tanki Leendert,Washington,1900.0,freehold,True,house,2640250.0
Safir 48,2.0,5.0,269.0,sale,2021-05-18 09:23:31+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,800.0,leasehold,True,house,767910.0
L.G Smith Boulevard z/n,0.0,0.0,0.0,sale,2021-05-18 09:18:53+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,commercial,12067415.67
Ponton ,1.0,1.0,0.0,rent,2021-05-18 09:12:20+00:00,Oranjestad West,Ponton,0.0,,False,apartment,920.0600000000001
Alto Vista 2,1.0,2.0,0.0,rent,2021-05-18 09:03:46+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,apartment,1761.3600000000001
Rooi Santo 5 D,1.0,1.0,0.0,sale,2021-05-18 08:56:35+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,456450.0
Rooi Santo 5 D,1.0,1.0,0.0,sale,2021-05-18 08:56:06+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,456450.0
Pos Chikito ,3.0,4.0,0.0,rent,2021-05-17 10:00:14+00:00,Savaneta,Pos Chikito,0.0,,True,house,3016.15
Madiki 109 D,2.0,4.0,0.0,sale,2021-05-16 11:52:05+00:00,Oranjestad West,Madiki/Rancho,430.0,freehold,False,commercial,230142.09
Diamante 194 A,2.0,3.0,129.0,sale,2021-05-16 11:23:56+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,957650.0
Diamante 2022,2.0,3.0,0.0,rent,2021-05-16 11:22:32+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,apartment,5280.5
Baranca 7,2.0,3.0,110.0,rent,2021-05-16 11:21:38+00:00,Paradera,Ayo,300.0,,False,house,1798.95
Washington 2,1.0,2.0,0.0,rent,2021-05-16 11:20:28+00:00,Noord/Tanki Leendert,Washington,0.0,,False,house,1759.57
Madiki 109 D,2.0,4.0,0.0,sale,2021-05-16 11:19:49+00:00,Oranjestad West,Madiki/Rancho,430.0,freehold,False,house,226264.95
Tanki Leendert 150 C,2.0,3.0,123.0,sale,2021-05-16 11:18:28+00:00,Noord/Tanki Leendert,Tanki Leendert,428.0,freehold,False,house,221235.05000000002
Esmeralda ,0.0,0.0,0.0,sale,2021-05-16 11:18:26+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,False,house,347260.0
Diamante 160,2.0,2.0,85.0,sale,2021-05-16 11:18:12+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,house,554900.0
Rooi Santo 5 D,2.0,2.0,67.0,sale,2021-05-16 11:18:10+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,681632.0
Washington 41 N,2.0,3.0,150.0,sale,2021-05-14 19:54:09+00:00,Noord/Tanki Leendert,Washington,490.0,,True,house,957650.0
Matadera ,1.0,2.0,0.0,rent,2021-05-14 19:30:30+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,0.0,,False,apartment,1659.33
Hooiberg 1,1.0,1.0,0.0,rent,2021-05-14 19:30:09+00:00,Santa Cruz,Hooiberg,0.0,,False,apartment,963.02
Noord 2,1.0,2.0,0.0,rent,2021-05-14 19:29:17+00:00,Noord/Tanki Leendert,Washington,0.0,,False,house,1759.57
Esmeralda ,4.0,5.0,0.0,sale,2021-05-14 19:28:58+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1065050.0
Schelpstraat 35,0.0,0.0,0.0,sale,2021-05-14 18:40:02+00:00,Oranjestad Oost,Nassaustraat,624.0,freehold,False,commercial,2548960.0
Diamante 151,2.0,3.0,0.0,sale,2021-05-14 18:39:49+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,462.0,,True,house,1095480.0
Diamante 128,3.0,3.0,0.0,sale,2021-05-14 18:39:49+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,392.0,,True,house,1127700.0
Sabana Blanco 69,6.0,5.0,0.0,sale,2021-05-14 18:39:48+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,1208.0,,False,house,1004190.0
Jamanota 22,2.0,3.0,0.0,sale,2021-05-14 18:39:45+00:00,Santa Cruz,Macuarima,810.0,,False,house,868150.0
Sabana Liber 41 B,2.0,4.0,0.0,sale,2021-05-14 18:39:44+00:00,Noord/Tanki Leendert,Alto Vista,736.0,,True,house,707050.0
Diamante 96,2.0,2.0,0.0,sale,2021-05-14 18:39:44+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,733900.0
Bucurui z/n,2.0,3.0,0.0,sale,2021-05-14 18:39:39+00:00,Noord/Tanki Leendert,Alto Vista,397.0,freehold,False,house,554900.0
Tanki Leendert 135 H,2.0,3.0,0.0,sale,2021-05-14 18:39:39+00:00,Noord/Tanki Leendert,Tanki Leendert,0.0,,False,house,494040.0
Montaña 233,2.0,3.0,0.0,sale,2021-05-14 18:39:36+00:00,Noord/Tanki Leendert,Moco/Tanki Flip,526.0,,False,house,411700.0
Tanki Leendert 103,3.0,3.0,0.0,sale,2021-05-14 18:39:35+00:00,Noord/Tanki Leendert,Tanki Leendert,315.0,,False,house,358000.0
Montana ,2.0,3.0,80.0,sale,2021-05-14 10:33:26+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,260.0,freehold,False,house,276170.15
Savaneta ,1.0,2.0,126.0,sale,2021-05-14 10:33:21+00:00,Savaneta,Jara/Sero Alejandro,218.0,freehold,False,house,245484.18
Weststraat 2,2.0,2.0,74.9,sale,2021-05-14 10:28:47+00:00,Oranjestad West,Socotoro/Rancho,80.7,,True,condominium,680200.0
Palm Beach 474,5.0,5.0,295.0,sale,2021-05-14 10:16:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,768.0,leasehold,True,house,1073105.0
Savaneta ,2.0,3.0,0.0,rent,2021-05-14 10:16:00+00:00,Savaneta,Jara/Sero Alejandro,0.0,,False,house,1507.18
Walishali 13,3.0,3.0,268.0,sale,2021-05-14 10:14:07+00:00,Oranjestad West,Ponton,742.0,,False,house,854775.12
Boroncana 2,1.0,2.0,0.0,rent,2021-05-12 09:56:35+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,apartment,2715.43
Esmeralda ,2.0,3.0,0.0,sale,2021-05-12 09:54:13+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,240.0,freehold,True,house,347943.78
J.E. Irausquin Boulevard 266,1.0,1.0,95.0,rent,2021-05-12 09:51:53+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,358.0
Rooi Santo ,2.0,2.0,74.0,sale,2021-05-12 09:51:18+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,freehold,True,condominium,631512.0
Sabana Liber 11 G,3.0,3.0,193.0,sale,2021-05-12 09:51:14+00:00,Noord/Tanki Leendert,Alto Vista,529.0,,True,house,635450.0
Diamante 142,3.0,2.0,0.0,rent,2021-05-11 13:06:29+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,3580.0
Boroncana 2,1.0,2.0,0.0,rent,2021-05-11 13:01:59+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,house,2112.2
Sabana Liber 68,0.0,0.0,0.0,sale,2021-05-11 07:55:15+00:00,Noord/Tanki Leendert,Alto Vista,1150.0,freehold,False,land,231447.0
Bucurui 32 C,2.0,2.0,120.0,sale,2021-05-11 07:55:05+00:00,Noord/Tanki Leendert,Alto Vista,501.0,,False,house,384850.0
Paradera 117 L,3.0,6.0,180.0,sale,2021-05-11 07:54:57+00:00,Paradera,Paradera,512.0,freehold,False,house,624710.0
Diamante 142,2.0,2.0,0.0,rent,2021-05-11 07:53:48+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,3535.25
Pastoor Hendrikstraat 2 A,2.0,3.0,0.0,sale,2021-05-10 13:48:29+00:00,San Nicolas Zuid,Pastoor Hendrikstraat,2449.0,freehold,False,house,590700.0
Calbas 42,3.0,3.0,0.0,sale,2021-05-10 13:48:21+00:00,Noord/Tanki Leendert,Alto Vista,338.0,,True,house,429600.0
Calbas ,2.0,2.0,0.0,rent,2021-05-10 13:45:28+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,house,2514.9500000000003
Nuña 1,1.0,1.0,0.0,rent,2021-05-10 13:44:09+00:00,Paradera,Shiribana,0.0,,False,apartment,805.5
Calbas ,0.0,0.0,0.0,sale,2021-05-09 13:47:37+00:00,Noord/Tanki Leendert,Alto Vista,478.0,freehold,False,land,154451.94
J.E. Irausquin Boulevard 260,3.0,3.0,153.0,sale,2021-05-09 13:21:59+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,153.0,,True,condominium,1781050.0
Comanchestraat 29,2.0,2.0,239.0,sale,2021-05-09 13:19:39+00:00,San Nicolas Noord,Rooi Congo,459.0,,False,house,230910.0
Hooiberg ,0.0,0.0,0.0,sale,2021-05-09 13:19:33+00:00,Santa Cruz,Hooiberg,0.0,,False,house,517310.0
J.E. Irausquin Boulevard 232 B,1.0,1.0,60.0,sale,2021-05-08 18:51:03+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,condominium,456450.0
San Fuego 61,2.0,2.0,184.0,sale,2021-05-08 18:48:04+00:00,Santa Cruz,Urataca,0.0,,True,house,497779.31
Washington 34 A,1.0,2.0,0.0,rent,2021-05-08 18:46:48+00:00,Noord/Tanki Leendert,Washington,0.0,,False,house,1790.0
Tanki Leendert ,2.0,3.0,123.0,sale,2021-05-07 13:16:48+00:00,Noord/Tanki Leendert,Tanki Leendert,428.0,freehold,False,house,221235.05000000002
Savaneta 2021,2.0,4.0,0.0,rent,2021-05-07 13:15:31+00:00,Savaneta,Jara/Sero Alejandro,0.0,,True,house,6265.0
Weststraat 2,2.0,2.0,159.0,sale,2021-05-07 08:20:44+00:00,Oranjestad West,Socotoro/Rancho,0.0,,True,condominium,1038200.0
Weststraat 2,2.0,2.0,159.0,sale,2021-05-07 08:05:14+00:00,Oranjestad West,Socotoro/Rancho,641832.0,,False,condominium,1038200.0
Diamante 127,3.0,3.0,0.0,sale,2021-05-06 19:36:14+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,house,1163500.0
San Barbola 1,1.0,1.0,0.0,rent,2021-05-06 19:34:33+00:00,Oranjestad Oost,Sero Blanco/Cumana,0.0,,False,apartment,805.5
Westpunt ,1.0,1.0,0.0,rent,2021-05-06 19:34:31+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,apartment,1005.98
J.E. Irausquin Boulevard 238,2.0,2.0,135.0,sale,2021-05-06 19:32:57+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,135.0,,True,condominium,1208250.0
Noord Cura Cabai ,2.0,2.0,306.0,sale,2021-05-06 07:33:27+00:00,Savaneta,Cura Cabai,933.0,leasehold,False,house,290490.15
Paradera ,0.0,0.0,0.0,sale,2021-05-06 07:32:25+00:00,Paradera,Paradera,0.0,freehold,False,land,199456.12
L.G Smith Boulevard 17,2.0,2.0,0.0,rent,2021-05-06 07:18:59+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,3222.0
Sero Blanco 80,0.0,0.0,0.0,sale,2021-05-06 07:18:54+00:00,Oranjestad Oost,Sero Blanco/Cumana,400.0,,False,land,110618.42
Rumbastraat 13,6.0,5.0,0.0,sale,2021-05-06 07:18:41+00:00,Oranjestad Oost,Klip/Mon Plaisir,0.0,,False,house,1109800.0
Bubali 71 B,3.0,4.0,0.0,sale,2021-05-06 07:18:40+00:00,Noord/Tanki Leendert,Washington,723.0,,False,house,868150.0
L.G Smith Boulevard z/n,4.0,4.0,348.0,sale,2021-05-06 07:17:40+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,576.0,,True,house,3311500.0
Sabana Basora 164,2.0,3.0,147.0,sale,2021-05-06 07:16:20+00:00,Savaneta,Pos Chikito,450.0,leasehold,False,house,161903.71
San Barbola 1,1.0,1.0,0.0,rent,2021-05-06 07:15:51+00:00,Oranjestad Oost,Sero Blanco/Cumana,0.0,,False,apartment,805.5
Buena Vista ,1.0,2.0,0.0,rent,2021-05-06 07:15:51+00:00,Oranjestad Oost,Simeon Antonio,0.0,,False,apartment,1106.22
Hooiberg ,2.0,3.0,0.0,rent,2021-05-06 07:15:02+00:00,Santa Cruz,Hooiberg,0.0,,True,house,2312.68
Catiri 36,2.0,3.0,154.0,sale,2021-05-06 07:12:51+00:00,Noord/Tanki Leendert,Tanki Leendert,756.0,,False,house,427387.56
Sabana Liber 11 G,3.0,3.0,193.0,sale,2021-05-06 07:12:16+00:00,Noord/Tanki Leendert,Alto Vista,529.0,,True,house,660510.0
Primavera 6 F,3.5,4.0,474.0,sale,2021-05-06 07:12:05+00:00,Oranjestad Oost,Sabana Blanco/Mahuma,808.0,,True,house,1240470.0
Tibushi 4,2.0,3.0,0.0,rent,2021-05-05 07:48:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,6444.0
Opal 133,4.0,4.0,0.0,rent,2021-05-05 07:48:11+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,7160.0
Noord Cura Cabai 124,1.0,4.0,0.0,sale,2021-05-05 07:47:10+00:00,Savaneta,Cura Cabai,283.0,,False,house,209430.0
Saliña Cerca 14 G,3.0,3.0,0.0,sale,2021-05-05 07:45:52+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,False,house,528050.0
Tanki Leendert 144,2.0,3.0,85.0,sale,2021-05-05 07:44:56+00:00,Noord/Tanki Leendert,Tanki Leendert,240.0,freehold,True,house,313250.0
Papilon ,2.0,2.0,0.0,rent,2021-05-05 07:42:11+00:00,Santa Cruz,Papilon,0.0,,False,house,2162.32
Caya Ritmo 7,3.0,4.0,0.0,sale,2021-05-05 07:38:10+00:00,Oranjestad West,Pos Abou/Cunucu Abou,779.0,,True,house,581750.0
Noord Cura Cabai ,2.0,2.0,306.0,sale,2021-05-04 07:50:56+00:00,Savaneta,Cura Cabai,933.0,leasehold,False,house,290490.15
Balashi ,2.0,2.0,96.0,sale,2021-05-04 07:49:55+00:00,Santa Cruz,Balashi/Barcadera,477.0,freehold,False,house,262874.03
Pos Abou 10 L,3.0,3.0,0.0,rent,2021-05-04 07:48:16+00:00,Oranjestad West,Pos Abou/Cunucu Abou,291.0,,True,house,3311.5
Bucurui ,2.0,3.0,0.0,rent,2021-05-04 07:46:51+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,False,house,3184.41
Paradera 2021,2.0,3.0,0.0,rent,2021-05-04 07:46:39+00:00,Paradera,Paradera,0.0,,False,house,2454.09
Alto Vista 106,2.0,2.0,0.0,rent,2021-05-03 12:46:53+00:00,Noord/Tanki Leendert,Alto Vista,0.0,,True,house,4475.0
Savaneta 391,3.0,4.0,582.0,sale,2021-05-03 12:46:14+00:00,Savaneta,Jara/Sero Alejandro,8405.0,,False,house,2111797.25
J.E. Irausquin Boulevard 238,2.0,3.0,0.0,sale,2021-05-03 12:46:10+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,0.0,,True,condominium,3580000.0
Noord 51 H,4.0,4.0,0.0,sale,2021-05-03 12:38:52+00:00,Noord/Tanki Leendert,Washington,814.0,freehold,True,apartment,1360400.0
Bubali 3 X,2.0,3.0,102.0,rent,2021-05-02 11:30:54+00:00,Noord/Tanki Leendert,Washington,344.0,,False,condominium,3580.0
Caya Musica 14 G,2.0,3.0,144.0,rent,2021-05-02 11:30:44+00:00,Oranjestad West,Pos Abou/Cunucu Abou,475.0,,True,house,3621.17
Ruby 29,2.0,2.0,145.0,rent,2021-05-02 11:30:44+00:00,Noord/Tanki Leendert,Palm Beach/Malmok,550.0,,True,house,0.0
